type,smell,hibernate-core-3.3.0.GA,hibernate-core-3.5.0-Final,hibernate-core-3.6.0.Final,hibernate-core-4.0.0.Final,hibernate-core-4.1.0.Final,hibernate-core-4.2.0.Final,hibernate-core-4.3.0.Final,hibernate-core-5.0.0.Final,hibernate-core-5.1.0.Final,hibernate-core-5.2.0.Final,hibernate-core-5.3.0.Final,hibernate-core-5.4.0.Final
cd,org.hibernate.cache;org.hibernate.cfg;org.hibernate.impl;org.hibernate.event;org.hibernate.event.def_SeverityScore,267.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache;org.hibernate.cfg;org.hibernate.impl;org.hibernate.event;org.hibernate.event.def_PageRank,50.86330445869588,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache;org.hibernate.cfg;org.hibernate.impl;org.hibernate.event;org.hibernate.event.def_NumSetOfElement,5.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache;org.hibernate.cfg;org.hibernate.impl;org.hibernate.event;org.hibernate.event.def_TotNumOfSetOfElement,494.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.hibernate.metamodel.spi_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,94.0,105.0,95.0,
ud,org.hibernate.metamodel.spi_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,100.01076550676953,101.28189581016852,99.82689169981973,
ud,org.hibernate.metamodel.spi_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,2.0,2.0,2.0,
ud,org.hibernate.metamodel.spi_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1308.0,1496.0,1507.0,
cd,org.hibernate.engine.jdbc.spi;org.hibernate.resource.transaction.spi;org.hibernate.resource.transaction.backend.jta.internal;org.hibernate.jdbc_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,602.0,595.0,
cd,org.hibernate.engine.jdbc.spi;org.hibernate.resource.transaction.spi;org.hibernate.resource.transaction.backend.jta.internal;org.hibernate.jdbc_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,43.16248075617438,42.60734872069844,
cd,org.hibernate.engine.jdbc.spi;org.hibernate.resource.transaction.spi;org.hibernate.resource.transaction.backend.jta.internal;org.hibernate.jdbc_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,4.0,4.0,
cd,org.hibernate.engine.jdbc.spi;org.hibernate.resource.transaction.spi;org.hibernate.resource.transaction.backend.jta.internal;org.hibernate.jdbc_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1496.0,1507.0,
cd,org.hibernate.intercept;org.hibernate.intercept.cglib_SeverityScore,18.0,124.0,5.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.intercept;org.hibernate.intercept.cglib_PageRank,6.5062287875493325,7.296691980314057,7.379891253709802,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.intercept;org.hibernate.intercept.cglib_NumSetOfElement,2.0,2.0,2.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.intercept;org.hibernate.intercept.cglib_TotNumOfSetOfElement,494.0,636.0,611.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader;org.hibernate.impl;org.hibernate.engine.query;org.hibernate.hql;org.hibernate.hql.classic_SeverityScore,-Infinity,-Infinity,472.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader;org.hibernate.impl;org.hibernate.engine.query;org.hibernate.hql;org.hibernate.hql.classic_PageRank,-Infinity,-Infinity,71.98906379601702,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader;org.hibernate.impl;org.hibernate.engine.query;org.hibernate.hql;org.hibernate.hql.classic_NumSetOfElement,-Infinity,-Infinity,9.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader;org.hibernate.impl;org.hibernate.engine.query;org.hibernate.hql;org.hibernate.hql.classic_TotNumOfSetOfElement,-Infinity,-Infinity,611.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.collection;org.hibernate.persister.collection;org.hibernate.loader.collection;org.hibernate.loader_SeverityScore,201.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.collection;org.hibernate.persister.collection;org.hibernate.loader.collection;org.hibernate.loader_PageRank,27.485337444952723,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.collection;org.hibernate.persister.collection;org.hibernate.loader.collection;org.hibernate.loader_NumSetOfElement,4.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.collection;org.hibernate.persister.collection;org.hibernate.loader.collection;org.hibernate.loader_TotNumOfSetOfElement,494.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.action;org.hibernate.cache.entry;org.hibernate.persister.entity;org.hibernate.id;org.hibernate.cfg;org.hibernate.event;org.hibernate.event.def_SeverityScore,-Infinity,344.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.action;org.hibernate.cache.entry;org.hibernate.persister.entity;org.hibernate.id;org.hibernate.cfg;org.hibernate.event;org.hibernate.event.def_PageRank,-Infinity,67.51240906565593,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.action;org.hibernate.cache.entry;org.hibernate.persister.entity;org.hibernate.id;org.hibernate.cfg;org.hibernate.event;org.hibernate.event.def_NumSetOfElement,-Infinity,7.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.action;org.hibernate.cache.entry;org.hibernate.persister.entity;org.hibernate.id;org.hibernate.cfg;org.hibernate.event;org.hibernate.event.def_TotNumOfSetOfElement,-Infinity,636.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache;org.hibernate.cfg;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.engine;org.hibernate.impl;org.hibernate.jdbc;org.hibernate.stat_SeverityScore,335.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache;org.hibernate.cfg;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.engine;org.hibernate.impl;org.hibernate.jdbc;org.hibernate.stat_PageRank,105.89679664807642,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache;org.hibernate.cfg;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.engine;org.hibernate.impl;org.hibernate.jdbc;org.hibernate.stat_NumSetOfElement,8.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache;org.hibernate.cfg;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.engine;org.hibernate.impl;org.hibernate.jdbc;org.hibernate.stat_TotNumOfSetOfElement,494.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.procedure.internal_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,365.0,-Infinity,388.0,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.procedure.internal_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,49.78663592308515,-Infinity,44.36445929406608,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.procedure.internal_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,3.0,-Infinity,3.0,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.procedure.internal_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1028.0,-Infinity,1150.0,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.engine.spi;org.hibernate.internal;org.hibernate.persister.collection;org.hibernate.loader.collection_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,2049.0,634.0,630.0,
cd,org.hibernate.engine.spi;org.hibernate.internal;org.hibernate.persister.collection;org.hibernate.loader.collection_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,103.50756691968368,103.05504175283876,103.52387243557808,
cd,org.hibernate.engine.spi;org.hibernate.internal;org.hibernate.persister.collection;org.hibernate.loader.collection_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,4.0,4.0,4.0,
cd,org.hibernate.engine.spi;org.hibernate.internal;org.hibernate.persister.collection;org.hibernate.loader.collection_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1308.0,1496.0,1507.0,
cd,org.hibernate.mapping;org.hibernate.property_SeverityScore,-Infinity,91.0,118.0,77.0,175.0,72.0,44.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.mapping;org.hibernate.property_PageRank,-Infinity,29.24964080015973,32.18131876496438,23.57197036027197,32.90009416661526,34.8822011785437,25.796742516636485,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.mapping;org.hibernate.property_NumSetOfElement,-Infinity,2.0,2.0,2.0,2.0,2.0,2.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.mapping;org.hibernate.property_TotNumOfSetOfElement,-Infinity,636.0,611.0,789.0,807.0,863.0,1028.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.engine.query.internal;org.hibernate.loader.custom.sql;org.hibernate.engine.query.spi_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,479.0,445.0,
cd,org.hibernate.engine.query.internal;org.hibernate.loader.custom.sql;org.hibernate.engine.query.spi_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,11.025756286412076,10.373274982283323,
cd,org.hibernate.engine.query.internal;org.hibernate.loader.custom.sql;org.hibernate.engine.query.spi_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,3.0,3.0,
cd,org.hibernate.engine.query.internal;org.hibernate.loader.custom.sql;org.hibernate.engine.query.spi_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1496.0,1507.0,
ud,org.hibernate.engine.jdbc_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,13.0,14.0,14.0,12.0,39.0,19.0,19.0,
ud,org.hibernate.engine.jdbc_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,13.937987225068973,13.468636869358946,15.45467980158794,13.586916848965378,21.3679370374527,16.93893281612182,16.744089702674334,
ud,org.hibernate.engine.jdbc_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,2.0,2.0,2.0,2.0,3.0,2.0,2.0,
ud,org.hibernate.engine.jdbc_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,863.0,1028.0,1176.0,1150.0,1308.0,1496.0,1507.0,
cd,org.hibernate.cache.entry;org.hibernate.collection;org.hibernate.persister.collection;org.hibernate.loader.collection;org.hibernate.loader;org.hibernate.engine.loading_SeverityScore,272.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache.entry;org.hibernate.collection;org.hibernate.persister.collection;org.hibernate.loader.collection;org.hibernate.loader;org.hibernate.engine.loading_PageRank,31.395959152026236,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache.entry;org.hibernate.collection;org.hibernate.persister.collection;org.hibernate.loader.collection;org.hibernate.loader;org.hibernate.engine.loading_NumSetOfElement,6.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache.entry;org.hibernate.collection;org.hibernate.persister.collection;org.hibernate.loader.collection;org.hibernate.loader;org.hibernate.engine.loading_TotNumOfSetOfElement,494.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.id_SeverityScore,-Infinity,-Infinity,354.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.id_PageRank,-Infinity,-Infinity,97.0854167643488,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.id_NumSetOfElement,-Infinity,-Infinity,6.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.id_TotNumOfSetOfElement,-Infinity,-Infinity,611.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.internal.util;org.hibernate.property;org.hibernate.mapping_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,312.0,378.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.internal.util;org.hibernate.property;org.hibernate.mapping_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,104.53534779769569,112.42176024158314,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.internal.util;org.hibernate.property;org.hibernate.mapping_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,4.0,4.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.internal.util;org.hibernate.property;org.hibernate.mapping_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,807.0,863.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.tuple.entity;org.hibernate.mapping_SeverityScore,-Infinity,-Infinity,394.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.tuple.entity;org.hibernate.mapping_PageRank,-Infinity,-Infinity,99.7190576185056,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.tuple.entity;org.hibernate.mapping_NumSetOfElement,-Infinity,-Infinity,7.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.tuple.entity;org.hibernate.mapping_TotNumOfSetOfElement,-Infinity,-Infinity,611.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot.model.relational;org.hibernate.mapping;org.hibernate.tool.hbm2ddl;org.hibernate.tool.schema.internal;org.hibernate.tool.schema.spi_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,559.0,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot.model.relational;org.hibernate.mapping;org.hibernate.tool.hbm2ddl;org.hibernate.tool.schema.internal;org.hibernate.tool.schema.spi_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,49.23553626624146,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot.model.relational;org.hibernate.mapping;org.hibernate.tool.hbm2ddl;org.hibernate.tool.schema.internal;org.hibernate.tool.schema.spi_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,5.0,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot.model.relational;org.hibernate.mapping;org.hibernate.tool.hbm2ddl;org.hibernate.tool.schema.internal;org.hibernate.tool.schema.spi_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1150.0,-Infinity,-Infinity,-Infinity,
ud,org.hibernate.tool.schema.internal.exec_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,16.0,23.0,14.0,14.0,
ud,org.hibernate.tool.schema.internal.exec_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,10.434654864683369,9.538380576089818,11.129301959997765,10.958443651068407,
ud,org.hibernate.tool.schema.internal.exec_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,3.0,3.0,2.0,2.0,
ud,org.hibernate.tool.schema.internal.exec_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1150.0,1308.0,1496.0,1507.0,
cd,org.hibernate.hql.internal.antlr;org.hibernate.hql.internal.ast;org.hibernate.hql.internal.ast.exec;org.hibernate.hql.internal.ast.tree_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,467.0,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.hql.internal.antlr;org.hibernate.hql.internal.ast;org.hibernate.hql.internal.ast.exec;org.hibernate.hql.internal.ast.tree_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,28.53570099002694,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.hql.internal.antlr;org.hibernate.hql.internal.ast;org.hibernate.hql.internal.ast.exec;org.hibernate.hql.internal.ast.tree_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,4.0,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.hql.internal.antlr;org.hibernate.hql.internal.ast;org.hibernate.hql.internal.ast.exec;org.hibernate.hql.internal.ast.tree_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1150.0,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.property;org.hibernate.mapping;org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader;org.hibernate.impl_SeverityScore,-Infinity,-Infinity,487.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
