type,smell,apache-cxf-2.0.6,apache-cxf-2.1.1,apache-cxf-2.2.1,apache-cxf-2.3.0,apache-cxf-2.4.0,apache-cxf-2.5.0,apache-cxf-2.6.0,apache-cxf-2.7.0,apache-cxf-3.0.0,apache-cxf-3.1.0,apache-cxf-3.2.0
cd,org.apache.cxf.binding.corba;org.apache.cxf.binding.corba.runtime;org.apache.cxf.binding.corba.utils_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,12.221559363929462,12.082397165566045,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding.corba;org.apache.cxf.binding.corba.runtime;org.apache.cxf.binding.corba.utils_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,3.0,3.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding.corba;org.apache.cxf.binding.corba.runtime;org.apache.cxf.binding.corba.utils_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,746.0,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.transport;org.apache.cxf.phase;org.apache.cxf.service.model;org.apache.cxf.wsdl;org.apache.cxf;org.apache.cxf.common.i18n;org.apache.cxf.common.util;org.apache.cxf.helpers;org.apache.cxf.message;org.apache.cxf.interceptor_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,601.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.transport;org.apache.cxf.phase;org.apache.cxf.service.model;org.apache.cxf.wsdl;org.apache.cxf;org.apache.cxf.common.i18n;org.apache.cxf.common.util;org.apache.cxf.helpers;org.apache.cxf.message;org.apache.cxf.interceptor_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,147.5604541625462,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.transport;org.apache.cxf.phase;org.apache.cxf.service.model;org.apache.cxf.wsdl;org.apache.cxf;org.apache.cxf.common.i18n;org.apache.cxf.common.util;org.apache.cxf.helpers;org.apache.cxf.message;org.apache.cxf.interceptor_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,10.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.transport;org.apache.cxf.phase;org.apache.cxf.service.model;org.apache.cxf.wsdl;org.apache.cxf;org.apache.cxf.common.i18n;org.apache.cxf.common.util;org.apache.cxf.helpers;org.apache.cxf.message;org.apache.cxf.interceptor_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.interceptor;org.apache.cxf.jaxrs.model;org.apache.cxf.jaxrs.utils_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,441.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.interceptor;org.apache.cxf.jaxrs.model;org.apache.cxf.jaxrs.utils_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,18.724512062437263,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.interceptor;org.apache.cxf.jaxrs.model;org.apache.cxf.jaxrs.utils_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,5.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.interceptor;org.apache.cxf.jaxrs.model;org.apache.cxf.jaxrs.utils_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,746.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.common.util_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,70.0,69.0,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.common.util_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,38.339512653681744,37.19693869132746,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.common.util_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,3.0,3.0,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.common.util_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,331.0,338.0,
cd,org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.client;org.apache.cxf.jaxrs.client.spec;org.apache.cxf.jaxrs.impl_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,418.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.client;org.apache.cxf.jaxrs.client.spec;org.apache.cxf.jaxrs.impl_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,21.70489833419906,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.client;org.apache.cxf.jaxrs.client.spec;org.apache.cxf.jaxrs.impl_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,5.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.client;org.apache.cxf.jaxrs.client.spec;org.apache.cxf.jaxrs.impl_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,794.0,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.common.i18n_SeverityScore,26.0,35.0,43.0,45.0,54.0,55.0,61.0,65.0,15.0,16.0,9.0,
ud,org.apache.cxf.common.i18n_PageRank,23.204003931019628,26.580070252869604,30.058725973287622,33.90279025895484,35.39015507942221,38.599931210701115,37.42968061979141,41.31051272899998,20.311954905033502,22.07589928949746,21.14829011314452,
ud,org.apache.cxf.common.i18n_NumSetOfElement,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
ud,org.apache.cxf.common.i18n_TotNumOfSetOfElement,329.0,457.0,552.0,659.0,740.0,738.0,746.0,794.0,323.0,331.0,338.0,
ud,org.apache.cxf.binding.http_SeverityScore,19.0,22.0,29.0,26.0,31.0,32.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.binding.http_PageRank,3.460692354501014,3.319536740909235,3.274148672058218,3.2570382356342726,3.2410986527448635,3.2695606366772223,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.binding.http_NumSetOfElement,3.0,3.0,3.0,3.0,3.0,3.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.binding.http_TotNumOfSetOfElement,329.0,457.0,552.0,659.0,740.0,738.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.frontend;org.apache.cxf.jaxb;org.apache.cxf.service.factory_SeverityScore,119.0,160.0,223.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.frontend;org.apache.cxf.jaxb;org.apache.cxf.service.factory_PageRank,16.05927701659399,15.950467201742782,17.688482186661318,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.frontend;org.apache.cxf.jaxb;org.apache.cxf.service.factory_NumSetOfElement,3.0,3.0,3.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.frontend;org.apache.cxf.jaxb;org.apache.cxf.service.factory_TotNumOfSetOfElement,329.0,457.0,552.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.service.invoker;org.apache.cxf.frontend;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.transport;org.apache.cxf.bus.extension_SeverityScore,211.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.service.invoker;org.apache.cxf.frontend;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.transport;org.apache.cxf.bus.extension_PageRank,42.22963373271955,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.service.invoker;org.apache.cxf.frontend;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.transport;org.apache.cxf.bus.extension_NumSetOfElement,9.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.service.invoker;org.apache.cxf.frontend;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.transport;org.apache.cxf.bus.extension_TotNumOfSetOfElement,329.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.helpers;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.transport_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,118.0,
cd,org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.helpers;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.transport_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,35.857373779739525,
cd,org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.helpers;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.transport_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,6.0,
cd,org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.helpers;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.transport_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,338.0,
cd,org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.service;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.feature_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,113.0,-Infinity,-Infinity,
cd,org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.service;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.feature_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,33.955600308643554,-Infinity,-Infinity,
cd,org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.service;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.feature_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,6.0,-Infinity,-Infinity,
cd,org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.service;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.feature_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,323.0,-Infinity,-Infinity,
cd,org.apache.cxf.binding.corba;org.apache.cxf.binding.corba.types;org.apache.cxf.binding.corba.utils_SeverityScore,-Infinity,143.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding.corba;org.apache.cxf.binding.corba.types;org.apache.cxf.binding.corba.utils_PageRank,-Infinity,12.419037819422204,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding.corba;org.apache.cxf.binding.corba.types;org.apache.cxf.binding.corba.utils_NumSetOfElement,-Infinity,3.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding.corba;org.apache.cxf.binding.corba.types;org.apache.cxf.binding.corba.utils_TotNumOfSetOfElement,-Infinity,457.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.aegis;org.apache.cxf.aegis.type;org.apache.cxf.aegis.type.basic_SeverityScore,-Infinity,-Infinity,-Infinity,628.0,629.0,726.0,-Infinity,678.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.aegis;org.apache.cxf.aegis.type;org.apache.cxf.aegis.type.basic_PageRank,-Infinity,-Infinity,-Infinity,14.632773339182624,13.767486953205102,14.611720050471632,-Infinity,15.113152694332772,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.aegis;org.apache.cxf.aegis.type;org.apache.cxf.aegis.type.basic_NumSetOfElement,-Infinity,-Infinity,-Infinity,3.0,3.0,3.0,-Infinity,3.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.aegis;org.apache.cxf.aegis.type;org.apache.cxf.aegis.type.basic_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,659.0,740.0,738.0,-Infinity,794.0,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.binding_SeverityScore,31.0,41.0,59.0,49.0,57.0,58.0,60.0,63.0,21.0,22.0,18.0,
ud,org.apache.cxf.binding_PageRank,22.0590052401706,22.478602919936684,31.080935813619746,28.95306441713934,30.747811336410223,30.825953532296786,26.38910288030059,28.898559456826558,25.471771960331438,25.70805880693221,24.860894917513537,
ud,org.apache.cxf.binding_NumSetOfElement,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,
ud,org.apache.cxf.binding_TotNumOfSetOfElement,329.0,457.0,552.0,659.0,740.0,738.0,746.0,794.0,323.0,331.0,338.0,
cd,org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.model;org.apache.cxf.jaxrs.utils;org.apache.cxf.jaxrs.provider_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,443.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.model;org.apache.cxf.jaxrs.utils;org.apache.cxf.jaxrs.provider_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,29.277144515651194,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.model;org.apache.cxf.jaxrs.utils;org.apache.cxf.jaxrs.provider_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,5.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.model;org.apache.cxf.jaxrs.utils;org.apache.cxf.jaxrs.provider_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,746.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.transport;org.apache.cxf.ws.addressing;org.apache.cxf.wsdl_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,559.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.transport;org.apache.cxf.ws.addressing;org.apache.cxf.wsdl_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,81.66387782556004,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.transport;org.apache.cxf.ws.addressing;org.apache.cxf.wsdl_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,8.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.transport;org.apache.cxf.ws.addressing;org.apache.cxf.wsdl_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.databinding;org.apache.cxf.helpers;org.apache.cxf.message_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,424.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.databinding;org.apache.cxf.helpers;org.apache.cxf.message_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,63.69548364415994,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.databinding;org.apache.cxf.helpers;org.apache.cxf.message_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,5.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.databinding;org.apache.cxf.helpers;org.apache.cxf.message_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.ws.addressing;org.apache.cxf.ws.addressing.soap;org.apache.cxf.endpoint;org.apache.cxf.message;org.apache.cxf.interceptor_SeverityScore,-Infinity,251.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.ws.addressing;org.apache.cxf.ws.addressing.soap;org.apache.cxf.endpoint;org.apache.cxf.message;org.apache.cxf.interceptor_PageRank,-Infinity,43.134976758091085,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.ws.addressing;org.apache.cxf.ws.addressing.soap;org.apache.cxf.endpoint;org.apache.cxf.message;org.apache.cxf.interceptor_NumSetOfElement,-Infinity,6.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.ws.addressing;org.apache.cxf.ws.addressing.soap;org.apache.cxf.endpoint;org.apache.cxf.message;org.apache.cxf.interceptor_TotNumOfSetOfElement,-Infinity,457.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.wsdl.http_SeverityScore,-Infinity,48.0,60.0,61.0,70.0,73.0,76.0,79.0,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.wsdl.http_PageRank,-Infinity,10.60289177187784,9.625836771118877,10.847694141096799,11.481162191311286,11.74412141324879,10.739706551719317,11.303839831791793,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.wsdl.http_NumSetOfElement,-Infinity,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.wsdl.http_TotNumOfSetOfElement,-Infinity,457.0,552.0,659.0,740.0,738.0,746.0,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.aegis;org.apache.cxf.aegis.type;org.apache.cxf.aegis.type.collection_SeverityScore,-Infinity,-Infinity,-Infinity,205.0,230.0,288.0,-Infinity,260.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.aegis;org.apache.cxf.aegis.type;org.apache.cxf.aegis.type.collection_PageRank,-Infinity,-Infinity,-Infinity,8.983878768154842,8.360766466331516,8.989782862670415,-Infinity,9.641848217694857,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.aegis;org.apache.cxf.aegis.type;org.apache.cxf.aegis.type.collection_NumSetOfElement,-Infinity,-Infinity,-Infinity,3.0,3.0,3.0,-Infinity,3.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.aegis;org.apache.cxf.aegis.type;org.apache.cxf.aegis.type.collection_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,659.0,740.0,738.0,-Infinity,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxws.handler.logical;org.apache.cxf.jaxws.handler.soap;org.apache.cxf.jaxws.support_SeverityScore,110.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxws.handler.logical;org.apache.cxf.jaxws.handler.soap;org.apache.cxf.jaxws.support_PageRank,8.96267079214823,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxws.handler.logical;org.apache.cxf.jaxws.handler.soap;org.apache.cxf.jaxws.support_NumSetOfElement,3.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxws.handler.logical;org.apache.cxf.jaxws.handler.soap;org.apache.cxf.jaxws.support_TotNumOfSetOfElement,329.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.configuration_SeverityScore,-Infinity,-Infinity,-Infinity,80.0,87.0,89.0,94.0,97.0,25.0,26.0,22.0,
ud,org.apache.cxf.configuration_PageRank,-Infinity,-Infinity,-Infinity,20.125199723100266,21.21065493437228,21.687066106700374,18.801770164007117,20.065424212527574,8.225543504292796,8.900272790120974,8.311058790647722,
ud,org.apache.cxf.configuration_NumSetOfElement,-Infinity,-Infinity,-Infinity,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
ud,org.apache.cxf.configuration_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,659.0,740.0,738.0,746.0,794.0,323.0,331.0,338.0,
ud,org.apache.cxf.ws.security.trust_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1.0,10.0,10.0,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.ws.security.trust_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,3.610897511868777,3.899187132341299,3.9068025574683993,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.ws.security.trust_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,2.0,3.0,3.0,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.ws.security.trust_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,738.0,746.0,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.service.model;org.apache.cxf.message;org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.helpers;org.apache.cxf.internal;org.apache.cxf.bus.blueprint;org.apache.cxf.bus.extension;org.apache.cxf.transport;org.apache.cxf.ws.addressing_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,143.0,
cd,org.apache.cxf.service.model;org.apache.cxf.message;org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.helpers;org.apache.cxf.internal;org.apache.cxf.bus.blueprint;org.apache.cxf.bus.extension;org.apache.cxf.transport;org.apache.cxf.ws.addressing_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,53.19935457403318,
cd,org.apache.cxf.service.model;org.apache.cxf.message;org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.helpers;org.apache.cxf.internal;org.apache.cxf.bus.blueprint;org.apache.cxf.bus.extension;org.apache.cxf.transport;org.apache.cxf.ws.addressing_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,10.0,
cd,org.apache.cxf.service.model;org.apache.cxf.message;org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.helpers;org.apache.cxf.internal;org.apache.cxf.bus.blueprint;org.apache.cxf.bus.extension;org.apache.cxf.transport;org.apache.cxf.ws.addressing_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,338.0,
cd,org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.model.wadl_SeverityScore,-Infinity,-Infinity,-Infinity,292.0,-Infinity,-Infinity,371.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.model.wadl_PageRank,-Infinity,-Infinity,-Infinity,20.153931372828414,-Infinity,-Infinity,19.590787868659497,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.model.wadl_NumSetOfElement,-Infinity,-Infinity,-Infinity,4.0,-Infinity,-Infinity,4.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.model.wadl_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,659.0,-Infinity,-Infinity,746.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.tools.common;org.apache.cxf.tools.common.toolspec_SeverityScore,29.0,29.0,135.0,38.0,97.0,177.0,205.0,29.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.tools.common;org.apache.cxf.tools.common.toolspec_PageRank,7.118199751008749,8.341036051290374,8.181200849753719,8.361853759815144,8.414287613364621,8.803928007752752,8.353926861153766,8.467333853256692,-Infinity,-Infinity,-Infinity,
