type,smell,apache-cxf-2.0.6,apache-cxf-2.1.1,apache-cxf-2.2.1,apache-cxf-2.3.0,apache-cxf-2.4.0,apache-cxf-2.5.0,apache-cxf-2.6.0,apache-cxf-2.7.0,apache-cxf-3.0.0,apache-cxf-3.1.0,apache-cxf-3.2.0
cd,org.apache.cxf.internal;org.apache.cxf.bus.blueprint;org.apache.cxf.configuration.blueprint;org.apache.cxf.interceptor;org.apache.cxf.transport;org.apache.cxf.message;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.helpers_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,46.88890250602387,
cd,org.apache.cxf.internal;org.apache.cxf.bus.blueprint;org.apache.cxf.configuration.blueprint;org.apache.cxf.interceptor;org.apache.cxf.transport;org.apache.cxf.message;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.helpers_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,9.0,
cd,org.apache.cxf.internal;org.apache.cxf.bus.blueprint;org.apache.cxf.configuration.blueprint;org.apache.cxf.interceptor;org.apache.cxf.transport;org.apache.cxf.message;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.helpers_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,338.0,
cd,org.apache.cxf.bus.blueprint;org.apache.cxf.bus.extension;org.apache.cxf.bus.managers;org.apache.cxf.transport;org.apache.cxf.helpers;org.apache.cxf.internal_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,116.0,
cd,org.apache.cxf.bus.blueprint;org.apache.cxf.bus.extension;org.apache.cxf.bus.managers;org.apache.cxf.transport;org.apache.cxf.helpers;org.apache.cxf.internal_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,25.279327972898066,
cd,org.apache.cxf.bus.blueprint;org.apache.cxf.bus.extension;org.apache.cxf.bus.managers;org.apache.cxf.transport;org.apache.cxf.helpers;org.apache.cxf.internal_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,6.0,
cd,org.apache.cxf.bus.blueprint;org.apache.cxf.bus.extension;org.apache.cxf.bus.managers;org.apache.cxf.transport;org.apache.cxf.helpers;org.apache.cxf.internal_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,338.0,
ud,org.apache.cxf.binding.soap.model_SeverityScore,42.0,47.0,58.0,60.0,69.0,72.0,79.0,82.0,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.binding.soap.model_PageRank,5.342090368684127,5.8002793430807795,5.843420372720427,6.645878902748098,6.397953648183776,6.975375831850722,6.648166839638641,6.703799697461094,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.binding.soap.model_NumSetOfElement,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.binding.soap.model_TotNumOfSetOfElement,329.0,457.0,552.0,659.0,740.0,738.0,746.0,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.message;org.apache.cxf.service.model;org.apache.cxf.ws.addressing_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,106.0,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.message;org.apache.cxf.service.model;org.apache.cxf.ws.addressing_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,35.79486515222014,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.message;org.apache.cxf.service.model;org.apache.cxf.ws.addressing_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,5.0,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.message;org.apache.cxf.service.model;org.apache.cxf.ws.addressing_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,338.0,
cd,org.apache.cxf.interceptor;org.apache.cxf;org.apache.cxf.feature;org.apache.cxf.annotations;org.apache.cxf.service.invoker;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.phase;org.apache.cxf.service_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,135.0,-Infinity,-Infinity,
cd,org.apache.cxf.interceptor;org.apache.cxf;org.apache.cxf.feature;org.apache.cxf.annotations;org.apache.cxf.service.invoker;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.phase;org.apache.cxf.service_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,41.89262487639364,-Infinity,-Infinity,
cd,org.apache.cxf.interceptor;org.apache.cxf;org.apache.cxf.feature;org.apache.cxf.annotations;org.apache.cxf.service.invoker;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.phase;org.apache.cxf.service_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,9.0,-Infinity,-Infinity,
cd,org.apache.cxf.interceptor;org.apache.cxf;org.apache.cxf.feature;org.apache.cxf.annotations;org.apache.cxf.service.invoker;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.phase;org.apache.cxf.service_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,323.0,-Infinity,-Infinity,
ud,org.apache.cxf.binding.corba.types_SeverityScore,-Infinity,24.0,33.0,32.0,37.0,38.0,41.0,44.0,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.binding.corba.types_PageRank,-Infinity,9.03606814033554,9.36045515936007,9.738213338110137,9.26143672178224,9.314858107472492,9.606305239368487,9.402763187374406,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.binding.corba.types_NumSetOfElement,-Infinity,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.binding.corba.types_TotNumOfSetOfElement,-Infinity,457.0,552.0,659.0,740.0,738.0,746.0,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.ws.addressing;org.apache.cxf.transport;org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.feature_SeverityScore,-Infinity,293.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.ws.addressing;org.apache.cxf.transport;org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.feature_PageRank,-Infinity,50.6972293467484,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.ws.addressing;org.apache.cxf.transport;org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.feature_NumSetOfElement,-Infinity,9.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.ws.addressing;org.apache.cxf.transport;org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.feature_TotNumOfSetOfElement,-Infinity,457.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.annotations;org.apache.cxf.service.invoker;org.apache.cxf.service.model;org.apache.cxf.helpers_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,96.0,-Infinity,
cd,org.apache.cxf.annotations;org.apache.cxf.service.invoker;org.apache.cxf.service.model;org.apache.cxf.helpers_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,23.66741005666942,-Infinity,
cd,org.apache.cxf.annotations;org.apache.cxf.service.invoker;org.apache.cxf.service.model;org.apache.cxf.helpers_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,4.0,-Infinity,
cd,org.apache.cxf.annotations;org.apache.cxf.service.invoker;org.apache.cxf.service.model;org.apache.cxf.helpers_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,331.0,-Infinity,
cd,org.apache.cxf.ws.rm;org.apache.cxf.ws.rm.soap;org.apache.cxf.ws.rm.persistence_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,219.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.ws.rm;org.apache.cxf.ws.rm.soap;org.apache.cxf.ws.rm.persistence_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,10.965557547862815,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.ws.rm;org.apache.cxf.ws.rm.soap;org.apache.cxf.ws.rm.persistence_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,3.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.ws.rm;org.apache.cxf.ws.rm.soap;org.apache.cxf.ws.rm.persistence_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,740.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.bus;org.apache.cxf.feature;org.apache.cxf.interceptor;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.transport;org.apache.cxf.bus.extension_SeverityScore,194.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.bus;org.apache.cxf.feature;org.apache.cxf.interceptor;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.transport;org.apache.cxf.bus.extension_PageRank,37.03078586713902,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.bus;org.apache.cxf.feature;org.apache.cxf.interceptor;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.transport;org.apache.cxf.bus.extension_NumSetOfElement,7.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.bus;org.apache.cxf.feature;org.apache.cxf.interceptor;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.transport;org.apache.cxf.bus.extension_TotNumOfSetOfElement,329.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.ws.addressing;org.apache.cxf.binding;org.apache.cxf.transport;org.apache.cxf.endpoint;org.apache.cxf.wsdl11;org.apache.cxf.service.factory_SeverityScore,-Infinity,263.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.ws.addressing;org.apache.cxf.binding;org.apache.cxf.transport;org.apache.cxf.endpoint;org.apache.cxf.wsdl11;org.apache.cxf.service.factory_PageRank,-Infinity,47.22052907050421,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.ws.addressing;org.apache.cxf.binding;org.apache.cxf.transport;org.apache.cxf.endpoint;org.apache.cxf.wsdl11;org.apache.cxf.service.factory_NumSetOfElement,-Infinity,7.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.ws.addressing;org.apache.cxf.binding;org.apache.cxf.transport;org.apache.cxf.endpoint;org.apache.cxf.wsdl11;org.apache.cxf.service.factory_TotNumOfSetOfElement,-Infinity,457.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.utils.multipart;org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.interceptor_SeverityScore,-Infinity,-Infinity,288.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.utils.multipart;org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.interceptor_PageRank,-Infinity,-Infinity,12.74116730419711,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.utils.multipart;org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.interceptor_NumSetOfElement,-Infinity,-Infinity,5.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.utils.multipart;org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.interceptor_TotNumOfSetOfElement,-Infinity,-Infinity,552.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.io;org.apache.cxf.helpers;org.apache.cxf.message_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,426.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.io;org.apache.cxf.helpers;org.apache.cxf.message_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,66.50164024539686,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.io;org.apache.cxf.helpers;org.apache.cxf.message_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,5.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.io;org.apache.cxf.helpers;org.apache.cxf.message_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.interceptor;org.apache.cxf.phase;org.apache.cxf.service.model;org.apache.cxf.wsdl;org.apache.cxf.transport;org.apache.cxf.ws.addressing_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,490.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.interceptor;org.apache.cxf.phase;org.apache.cxf.service.model;org.apache.cxf.wsdl;org.apache.cxf.transport;org.apache.cxf.ws.addressing_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,64.96882342950644,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.interceptor;org.apache.cxf.phase;org.apache.cxf.service.model;org.apache.cxf.wsdl;org.apache.cxf.transport;org.apache.cxf.ws.addressing_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,6.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.interceptor;org.apache.cxf.phase;org.apache.cxf.service.model;org.apache.cxf.wsdl;org.apache.cxf.transport;org.apache.cxf.ws.addressing_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,746.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.transport;org.apache.cxf.service;org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.feature_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,137.0,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.transport;org.apache.cxf.service;org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.feature_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,52.46071706432313,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.transport;org.apache.cxf.service;org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.feature_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,9.0,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.transport;org.apache.cxf.service;org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.feature_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,323.0,-Infinity,-Infinity,
cd,org.apache.cxf.binding.soap;org.apache.cxf.binding.soap.model_SeverityScore,30.0,31.0,137.0,40.0,99.0,179.0,215.0,38.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding.soap;org.apache.cxf.binding.soap.model_PageRank,9.154120629757346,9.921941096213796,10.039015687769645,8.188403566869667,7.905563562717037,8.540718231998035,8.061952952489214,8.116204786069208,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding.soap;org.apache.cxf.binding.soap.model_NumSetOfElement,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding.soap;org.apache.cxf.binding.soap.model_TotNumOfSetOfElement,329.0,457.0,552.0,659.0,740.0,738.0,746.0,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext.search;org.apache.cxf.jaxrs.ext.search.sql_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,86.0,163.0,182.0,2.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext.search;org.apache.cxf.jaxrs.ext.search.sql_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,4.077778373719846,4.067993049221785,4.828638837520041,3.837709566711803,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext.search;org.apache.cxf.jaxrs.ext.search.sql_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,2.0,2.0,2.0,2.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext.search;org.apache.cxf.jaxrs.ext.search.sql_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,740.0,738.0,746.0,794.0,-Infinity,-Infinity,-Infinity,
hl,org.apache.cxf.endpoint_SeverityScore,4.0,2.0,4.0,4.0,7.0,5.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
hl,org.apache.cxf.endpoint_PageRank,300.3100893452297,351.1843158103684,418.0181974995994,507.7409169525704,548.9670209464965,591.7222035593469,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
hl,org.apache.cxf.endpoint_NumSetOfElement,54.0,58.0,66.0,73.0,74.0,80.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
hl,org.apache.cxf.endpoint_TotNumOfSetOfElement,329.0,457.0,552.0,659.0,740.0,738.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.javascript_SeverityScore,-Infinity,9.0,10.0,12.0,10.0,13.0,17.0,18.0,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.javascript_PageRank,-Infinity,2.770840625259444,2.7832776877732197,2.778126389434028,2.902024260818043,2.9215326142247147,2.8379192867160814,2.843955426697495,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.javascript_NumSetOfElement,-Infinity,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.javascript_TotNumOfSetOfElement,-Infinity,457.0,552.0,659.0,740.0,738.0,746.0,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.impl_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,235.0,293.0,-Infinity,271.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.impl_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,22.040836251380476,22.211357195642158,-Infinity,22.759939186014655,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.impl_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,3.0,3.0,-Infinity,3.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.impl_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,740.0,738.0,-Infinity,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.databinding;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.phase;org.apache.cxf.interceptor_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,448.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.databinding;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.phase;org.apache.cxf.interceptor_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,42.89962754223512,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.databinding;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.phase;org.apache.cxf.interceptor_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,5.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.databinding;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.phase;org.apache.cxf.interceptor_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,746.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.databinding;org.apache.cxf.service.model;org.apache.cxf.common.i18n;org.apache.cxf.common.util;org.apache.cxf.helpers;org.apache.cxf.message_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,555.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.databinding;org.apache.cxf.service.model;org.apache.cxf.common.i18n;org.apache.cxf.common.util;org.apache.cxf.helpers;org.apache.cxf.message_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,117.08070744523548,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.databinding;org.apache.cxf.service.model;org.apache.cxf.common.i18n;org.apache.cxf.common.util;org.apache.cxf.helpers;org.apache.cxf.message_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,8.0,-Infinity,-Infinity,-Infinity,
